visitID,date,timeC,timeR,net,bander,enc,spp,bandNumber,colorComboL,colorComboR,age,sex,cpBp,fat,mass,wing,tail,tarsus,molt?,howSexed,howAged,bSample,notes
NZP_2017-02-14,2017-02-14,13:50,14:30,SMBC2,JLM,B,AMGO,2750-64388,-,X,AHY,U,NA,0.5,12.5,69,43,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,13:50,14:35,SMBC2,JLM,B,DEJU,2750-64389,-,X,AHY,U,NA,0.5,18.9,71,60,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,13:59,NA,SMBC3,JLM,B,DEJU,2750-64390,-,X,AHY,U,NA,1,21.4,72,61,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,14:03,14:45,SMBC3,JLM,B,AMGO,2750-64391,-,X,AHY,U,NA,0.5,14,76,45,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-23,2017-02-23,11:57,12:30,SMBC2,REZ,B,DOWO,2711-54779,X,-,AHY,U,NA,NA,28.3,92,56,NA,NA,NA,NA,NA,NA
NZP_2017-02-23,2017-02-23,11:14,12:06,SMBC3,REZ,R,WBNU,2741-54668,P,X,AHY,U,NA,0,20.9,91.5,46,19.07,NA,NA,NA,NA,NA
NZP_2017-02-23,2017-02-23,NA,NA,NA,NA,R,WBNU,2741-54677,WY,KX,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caught and released immediately
NZP_2017-02-23,2017-02-23,10:50,11:29,SMBC2,REZ,B,DEJU,2750-41562,X,-,AHY,U,NA,0.5,18.1,78,64.5,NA,NA,NA,NA,tail_NZP-DC-731,NA
NZP_2017-02-23,2017-02-23,10:56,11:40,SMBC4,REZ,B,DEJU,2750-41563,X,-,AHY,U,NA,0.5,20.3,82,68,NA,NA,NA,NA,tail_NZP-DC-730,NA
NZP_2017-02-23,2017-02-23,11:02,11:46,SMBC4,AEH,B,DEJU,2750-41564,X,-,AHY,U,NA,1,21.3,81,65,NA,NA,NA,NA,tail_NZP-DC-732,NA
NZP_2017-02-23,2017-02-23,11:54,12:23,SMBC2,REZ,B,DEJU,2750-41565,X,-,AHY,U,NA,0.5,20,75,61,21.73,NA,NA,NA,tail_NZP-DC-733,NA
NZP_2017-02-24,2017-02-24,11:26,11:55,SMBC2,BSE,B,NOCA,2651-51887,X,-,AHY,F,NA,0.5,40.6,93,100,23.35,NA,P,NA,tail_NZP-DC-735,NA
NZP_2017-02-24,2017-02-24,11:26,12:02,SMBC2,REZ,B,HOFI,2711-54780,X,-,AHY,M,NA,NA,20.1,79,57,NA,NA,P,NA,NA,"Released, possible minor stress"
NZP_2017-02-24,2017-02-24,11:23,11:43,SMBC4,REZ,R,DOWO,2711-77195,-,X,AHY,F,NA,0.5,24.4,92,51,NA,N,P,NA,NA,NA
NZP_2017-02-24,2017-02-24,10:38,11:19,SMBC2,REZ,R,WBNU,2741-54689,YB,BX,AHY,U,NA,0,20.7,92,47,18.43,N,NA,NA,NA,NA
NZP_2017-02-24,2017-02-24,10:34,11:06,SMBC4,AEH,R,DEJU,2750-41566,X,-,AHY,U,NA,0.5,17.3,74,60,20.49,N,NA,NA,NA,re-banded from 1B to 0
NZP_2017-02-24,2017-02-24,10:30,10:51,SMBC4,AEH,R,CACH,2750-64370,PP,XP,AHY,U,NA,0,8.8,57,40,17.36,NA,NA,NA,NA,NA
NZP_2017-02-24,2017-02-24,11:32,11:32,SMBC4,NA,R,DOWO,2711-54779,X,-,AHY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Released 
NZP_2017-02-28,2017-02-28,11:20,11:30,VC2,JLM,B,NOMO,1352-46148,GR,PX,AHY,U,NA,0.5,53.7,102,93,NA,NA,NA,NA,NA,NA
NZP_2017-02-28,2017-02-28,11:20,11:53,VC2,REZ,B,NOCA,2651-51886,X,-,AHY,M,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,Released early due to stress of banding
NZP_2017-02-28,2017-02-28,11:52,12:07,SLOTH,AEH,B,NOCA,2651-51888,X,-,AHY,M,NA,0,44.9,95,100,24.12,NA,P,NA,tail_U,NA
NZP_2017-02-28,2017-02-28,11:20,11:45,VC1,AEH,B,HOSP,NA,P,-,AHY,M,NA,0.5,25.9,78,57,17.39,NA,P,NA,NA,NA
NZP_2017-02-28,2017-02-28,11:20,11:50,VC1,AEH,B,HOSP,NA,Y ,-,AHY,M,NA,0.5,24.3,79.5,58,17.26,NA,P,NA,NA,NA
NZP_2017-03-07,2017-03-07,10:49,11:24,BH1,BSE,B,WTSP,2711-54775,X,-,AHY,U,NA,0.5,27.7,76,73.5,23.01,NA,NA,NA,NA,7 People
NZP_2017-03-07,2017-03-07,10:59,11:32,BH1,BSE,B,TUTI,2711-54781,-,X,AHY,NA,NA,0.5,21.6,79.5,67,21.26,NA,NA,NA,NA,14 People
NZP_2017-03-07,2017-03-07,11:24,11:44,BH1,BSE,B,WTSP,2711-54782,X,-,AHY,U,NA,1,25.6,70,67,23.55,NA,NA,NA,NA,12 people
NZP_2017-03-07,2017-03-07,11:25,11:58,BH1,BSE,B,TUTI,2711-54783,X,-,AHY,U,NA,1,21.9,82,73,20.93,NA,NA,NA,NA,7 people
NZP_2017-03-07,2017-03-07,11:27,11:52,BH1,BSE,B,HOSP,NA,-,Y,AHY,M,NA,0.5,27.3,79.5,55,17.7,NA,P,NA,NA,3 people
NZP_2017-03-08,2017-03-08,10:30,10:58,SMBC1,BSE,R,NOCA,2651-51887,X,-,AHY,M,NA,0.5,47.7,93,104,23.87,NA,NA,NA,tail_NZP-DC-718,NA
NZP_2017-03-08,2017-03-08,11:12,NA,VET1,REZ,B,DOWO,2711-54784,X,-,AHY,M,NA,0.5,28,98,56,NA,NA,P,NA,tail_U,NA
NZP_2017-03-08,2017-03-08,10:32,11:15,SMBC3,JLM,B,TUTI,2711-54839,-,X,AHY,U,NA,0.5,21,75,64,NA,NA,NA,NA,NA,"was NZP-DC-727, no tail sample taken"
NZP_2017-03-08,2017-03-08,11:29,11:46,SMBC2,BSE,R,TUTI,2711-77191,-,X,AHY,U,NA,1,24.3,81,73,21.08,NA,NA,NA,NA,NA
NZP_2017-03-08,2017-03-08,11:32,NA,SMBC4,BSE,R,TUTI,2741-54669,P,X,AHY,U,NA,1,24.5,89,79,21.16,NA,NA,NA,NA,NA
NZP_2017-03-08,2017-03-08,10:30,11:04,SMBC4,BSE,R,WTSP,2741-54684,G,X,AHY,U,NA,0.5,25.7,72,70,22.2,NA,NA,NA,NA,NA
NZP_2017-03-08,2017-03-08,10:22,10:50,SMBC2,BSE,B,DEJU,2750-41567,X,-,AHY,U,NA,2,22.2,76,63,20.91,NA,NA,NA,tail_NZP-DC-712,NA
NZP_2017-03-08,2017-03-08,11:34,11:53,SMBC4,BSE,B,DEJU,2750-41568,X,-,AHY,U,NA,0.5,20.3,77,65.5,19.98,NA,NA,NA,tail_NZP-DC-717,NA
NZP_2017-03-08,2017-03-08,10:22,11:06,SMBC2,JLM,B,DEJU,2750-64392,-,X,AHY,U,NA,0.5,17.7,72,63,NA,NA,NA,NA,tail_NZP-DC-720,NA
NZP_2017-03-08,2017-03-08,10:23,11:10,NA,JLM,B,DEJU,2750-64393,-,X,AHY,U,NA,0.5,16.7,72,60,NA,NA,NA,NA,tail_NZP-DC-719,NA
NZP_2017-03-27,2017-03-27,9:10,9:30,BH1,BSE,B,BLJA,1793-94900,-,X,AHY,M,CP,0.5,NA,123,121,34.18,NA,NA,NA,NA,NA
NZP_2017-03-27,2017-03-27,7:45,8:24,BH1,NA,R,TUTI,2711-54781,X,-,AHY,M,CP,NA,NA,NA,NA,NA,NA,NA,NA,NA,Released without processing
NZP_2017-03-27,2017-03-27,8:35,9:39,SMBC2,JLM,B,NOCA,2711-54785,-,X,AHY,M,NA,0.5,44.6,92,96,NA,NA,NA,NA,NA,No CP
NZP_2017-03-27,2017-03-27,9:11,9:45,BH1,JLM,B,SOSP,2711-54786,-,X,AHY,U,NA,0.5,21.5,65,66,NA,NA,NA,NA,NA,"Missing R1, measured L1"
NZP_2017-03-27,2017-03-27,8:31,9:33,NA,NA,R,TUTI,2711-77189,-,X,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-03-27,2017-03-27,7:42,NA,SMBC2,REZ,R,CACH,2750-64370,PP,XP,AHY,M,CP,0.5,9.1,66,47,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:47,9:15,BH1,JLM,B,HOSP,NA,Y,O,AHY,M,NA,0.5,27.6,76,56,NA,NA,P,NA,NA,"Missing R1, measured L1"
NZP_2017-03-30,2017-03-30,8:55,9:18,BH1,JLM,B,HOSP,NA,Y,P,AHY,M,CP,0,25.7,77,55,NA,NA,"P, CP",NA,NA,NA
NZP_2017-03-30,2017-03-30,8:56,9:23,BH1,JLM,B,HOSP,NA,Y,R,AHY,F,NA,0,26.6,74,52,NA,NA,P,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:46,9:35,BH1,PPM,B,WBNU,2711-54787,WB,MX,AHY,U,NA,0,NA,90,47,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,NA,9:42,VC1,PPM,B,AMRO,1352-46150,WY,KX,AHY,U,NA,0,NA,128,90.5,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:53,NA,BH1.5,PPM,B,DEJU,2750-41569,P,X,AHY,NA,NA,NA,19.8,82,65,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:47,NA,BH1,REZ,B,HOFI,2711-54788,-,X,AHY,M,NA,0.5,19.9,80,55.5,NA,NA,P,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:53,10:00,BH1.5,REZ,B,HOSP,NA,Y,G,AHY,F,NA,0.5,31.1,78,58,NA,NA,P,NA,NA,NA
NZP_2017-03-30,2017-03-30,8:52,NA,BH1.5,REZ,B,CHSP,2750-41570,-,X,AHY,M,CP,1,13.8,74,60.5,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,9:11,10:11,VC1,REZ,B,TUTI,2711-54789,WY,KX,AHY,M,CP,0.5,18.6,79,70.5,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,9:11,NA,VC1,REZ,B,TUTI,2711-54790,RR,KX,AHY,U,NA,3,25.2,80,67,NA,NA,NA,NA,NA,NA
NZP_2017-03-30,2017-03-30,NA,10:24,BH1,REZ,R,WBNU,2711-77167,-,X,AHY,U,NA,0.5,20.2,90.5,46,NA,NA,NA,NA,NA,NA
NZP_2017-04-06,2017-04-06,9:38,10:38,BH1,BSE,B,WTSP,2711-54791,-,X,AHY,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,Released before measurements
NZP_2017-04-06,2017-04-06,9:58,10:54,BH1,BSE,B,HOSP,NA,-,Y,AHY,M,CP,0.5,27.9,79,59.5,17.17,NA,P,NA,NA,NA
NZP_2017-04-06,2017-04-06,9:58,10:55,BH1,DLM ,B,HOSP,NA,O,R,AHY,F,NA,NA,39.8,NA,NA,NA,NA,P,NA,NA,Released before measurements
NZP_2017-04-06,2017-04-06,9:58,10:55,BH1,NA,B,HOSP,NA,G,B,AHY,M,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,Released before measurements
NZP_2017-04-11,2017-04-11,9:27,9:40,BH1,REZ,B,HOSP,NA,GR,P,AHY,M,CP,0,28.3,78,56,NA,NA,"P, CP",NA,blood_US-DC-001,NA
NZP_2017-04-11,2017-04-11,9:44,9:49,BH1,JLM,B,WTSP,2711-54792,X,-,AHY,U,NA,1,29.9,73,71,24.3,NA,NA,NA,NA,NA
NZP_2017-04-11,2017-04-11,9:28,9:57,BH1,REZ,B,BLJA,1793-94807,X,-,AHY,U,NA,0.5,NA,137,127,NA,NA,NA,NA,NA,NA
NZP_2017-04-11,2017-04-11,9:50,10:05,BH1,JLM,B,DOWO,2711-54793,X,-,AHY,M,NA,0,33.4,96,52,16.74,NA,P,NA,NA,Had BP as well
NZP_2017-04-11,2017-04-11,9:55,10:09,BH1,JLM,B,WTSP,2711-54794,X,-,AHY,U,NA,0.5,24.5,66,66,22.15,NA,NA,NA,NA,NA
NZP_2017-04-11,2017-04-11,11:08,11:19,BH1.5,REZ,B,AMRO,1352-46151,RR,BX,AHY,M,CP,0.5,78.4,130,77,NA,T,CP,NA,tail_NZP-DC-737,"Growing in R6-3, missing R2&1, growing in L1&2"
NZP_2017-04-11,2017-04-11,11:25,11:30,BH1.5,REZ,B,NOCA,2651-51890,YB,BX,AHY,F,NA,0.5,40.1,89,79.5,23.02,NA,P,NA,tail_NZP-DC-746,NA
NZP_2017-04-12,2017-04-12,9:30,9:42,BH1,REZ,B,NOCA,2651-51891,GP,YX,AHY,F,NA,2,46.1,91,95,NA,NA,P,NA,tail_NZP-DC-743,NA
NZP_2017-04-12,2017-04-12,10:07,NA,BH1,JLM,R,HOSP,NA,Y,-,AHY,M,NA,0,25.4,76,51,18.5,NA,P,NA,tail_NZP-DC-743,NA
NZP_2017-04-12,2017-04-12,10:38,10:38,BH1,REZ,R,TUTI,2711-54781,-,X,AHY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Released due to stress
NZP_2017-04-12,2017-04-12,11:15,NA,BH1,REZ,B,WTSP,2711-54795,X,-,AHY,U,NA,0.5,25,70,65,22.95,NA,NA,NA,tail_NZP-DC-743,NA
NZP_2017-04-12,2017-04-12,11:15,11:38,BH4,BSE,B,BLJA,1793-94808,X,-,AHY,U,NA,1,100.7,137,131,35.96,NA,NA,NA,NA,NA
NZP_2017-04-12,2017-04-12,11:36,12:04:00,BH4,REZ,B,BLJA,1793-94809,X,-,AHY,U,NA,0.5,84.4,134,131,34.42,NA,NA,NA,NA,NA
NZP_2017-04-14,2017-04-14,7:52,8:05,BH1,JLM,B,HOSP,NA,RK,W,AHY,M,CP,0,26.2,76.5,56,NA,NA,"P, CP",NA,blood_US-DC-002,NA
NZP_2017-04-14,2017-04-14,8:08,8:17,BH1,REZ,B,WTSP,2711-54796,X,-,AHY,U,NA,0.5,27.4,73,71.5,24.19,NA,NA,NA,tail_NZP-DC-747,NA
NZP_2017-04-14,2017-04-14,8:25,8:36,BH1,REZ,B,WTSP,2711-54797,X,-,AHY,U,NA,2,32.9,85,71,24.05,NA,NA,NA,tail_NZP-DC-748,NA
NZP_2017-04-14,2017-04-14,8:25,8:45,BH1,JLM,B,HOSP,NA,BG,G,AHY,M,NA,0,24.8,75,50,NA,NA,P,NA,blood_US-DC-003,NA
NZP_2017-04-14,2017-04-14,8:47,8:58,BH1.5,REZ,B,WTSP,2711-54798,X,-,AHY,U,NA,1,28.1,76,72.5,24.07,NA,NA,NA,tail_NZP-DC-749,NA
NZP_2017-04-14,2017-04-14,8:48,9:04,BH1,REZ,B,WBNU,2711-54799,X,-,AHY,U,NA,0.5,19.9,91,56,NA,NA,NA,NA,NA,NA
NZP_2017-04-14,2017-04-14,9:06,9:16,BH1,JLM,B,HOSP,NA,RW,G,AHY,M,CP,0,28.6,77,56,NA,NA,"P, CP",NA,blood_US-DC-004,NA
NZP_2017-04-14,2017-04-14,10:15,10:30,KIWI ENCLOSURE,JLM,B,SOSP,2711-54800,WY,KX,AHY,M,CP,0,12.3,65,67,NA,NA,CP,NA,tail_NZP-DC-750,NA
NZP_2017-05-03,2017-05-03,9:16,9:30,SMBC2,JAC,B,HOSP,NA,MB,P,AHY,F,NA,0.5,24.7,75,57,19.17,NA,"P, BP",P,NA,NA
NZP_2017-05-03,2017-05-03,9:16,9:36,SMBC2,JAC,B,HOFI,2661-07866,-,X,AHY,M,CP,2,20.3,80,61,17.76,NA,"P, CP",P,NA,NA
NZP_2017-05-03,2017-05-03,9:16,9:40,SMBC2,JAC,B,HOFI,2661-07867,X,-,AHY,F,BP,1,21,77,63,18.1,NA,"P, BP",P,NA,NA
NZP_2017-05-03,2017-05-03,9:16,10:00,SMBC4,JLM,B,HOSP,NA,YR,P,AHY,F,BP,0.5,26,76,52,20.12,NA,"P, BP",P,blood_US-DC-007; tail_NZP-DC-751,NA
NZP_2017-05-03,2017-05-03,9:16,9:59,SMBC3,JAC,B,MYWA,2750-41571,X,-,AHY,M,NA,3,13.1,73,55,19.09,NA,P,P,NA,NA
NZP_2017-05-03,2017-05-03,9:45,10:04,SMBC4,JAC,R,DOWO,2711-54779,X,-,AHY,F,BP,1,29.6,91,57,16.92,NA,"P, BP",P,NA,NA
NZP_2017-05-03,2017-05-03,9:45,10:10,SMBC2,REZ,B,MYWA,2750-41572,X,-,AHY,F,NA,1,13.1,75,52,20.89,Y,P,P,tail_NZP-DC-752,body feathers in pin
NZP_2017-05-03,2017-05-03,9:45,10:13,SMBC3,JAC,B,MYWA,2750-41573,X,-,AHY,F,NA,2,12.2,68,52,17.54,N,P,P,tail_NZP-DC-753,NA
NZP_2017-05-03,2017-05-03,9:49,10:20,SMBC3,REZ,B,MYWA,2750-41574,X,-,AHY,U,NA,1,12.7,71,47,18.48,N,NA,P,tail_NZP-DC-754,NA
NZP_2017-05-03,2017-05-03,10:25,10:34,SMBC3,JAC,B,MYWA,2750-41575,X,-,AHY,M,NA,2,13.2,71,51,16.78,Y,P,M,tail_NZP-DC-755,NA
NZP_2017-05-03,2017-05-03,10:22,10:35,SMBC3,REZ,B,BHCO,2651-51893,X,-,AHY,F,NA,0.5,41.2,98,64.5,25.58,N,P,NA,tail_NZP-DC-756,took R1
NZP_2017-05-03,2017-05-03,10:27,10:38,SMBC2,JAC,B,TUTI,2661-07868,X,-,AHY,F,BP,1,20.3,80,70,19.75,Y,BP,P,tail_NZP-DC-757,"ectoparasites, growing R2"
NZP_2017-05-03,2017-05-03,10:24,10:50,SMBC3,REZ,B,MYWA,2750-41576,X,-,AHY,M,CP,1,12.4,75,55.5,18.28,N,"P, CP",P,tail_NZP-DC-758,NA
NZP_2017-05-03,2017-05-03,10:17,10:54,SMBC2,JAC,B,NOCA,2651-51894,WB,MX,AHY,M,CP,1,40.9,92,105,22.5,N,"P, CP",P,tail_NZP-DC-759,NA
NZP_2017-05-03,2017-05-03,10:19,10:55,SMBC4,JLM,B,HOSP,NA,WG,P,AHY,M,CP,0,25.5,77,55,19.66,N,"P, CP",P,tail_NZP-DC-760,NA
NZP_2017-05-03,2017-05-03,10:25,11:05,SMBC3,REZ,B,BHCO,2651-51895,X,-,AHY,M,CP,1,46.6,107,73,26.35,N,"P, CP",P,tail_NZP-DC-761,NA
NZP_2017-05-03,2017-05-03,10:25,11:00,SMBC3,JAC,B,MYWA,2750-41577,X,-,AHY,F,NA,2,12.8,69,54,18.98,Y,P,P,tail_NZP-DC-762,"head and body molt, not breeding condition"
NZP_2017-05-03,2017-05-03,10:21,11:01,SMBC2,JLM,B,HOFI,2661-07869,X,-,AHY,M,CP,0,19.7,76.5,56,16.64,N,"P, CP",P,tail_NZP-DC-763,NA
NZP_2017-05-03,2017-05-03,10:33,11:10,SMBC4,JAC,B,NOCA,2651-51896,YK,GX,AHY,F,BP,0,34.3,90,101,23.1,N,"P, BP",P,tail_NZP-DC-764,leucistic feathers on face
NZP_2017-05-03,2017-05-03,NA,NA,NA,NA,NA,NA,2651-51892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Band lost
NZP_2017-05-06,2017-05-06,9:58,10:40,BH2,REZ,B,HOSP,NA,Y,GO,AHY,F,BP,1,23.3,76,55,18.81,N,BP,P,tail_NZP-DC-769,NA
NZP_2017-05-06,2017-05-06,10:10,10:47,BH1,REZ,B,WTSP,2661-07870,X,-,AHY,U,NA,3,28.1,79,65,22.76,N,NA,NA,NA,NA
NZP_2017-05-06,2017-05-06,10:11,NA,BH2,REZ,B,HOSP,NA,KK,K,AHY,M,CP,1,25.6,77,54,19.31,N,"P, CP",NA,NA,NA
NZP_2017-05-06,2017-05-06,10:45,11:08,BH1,REZ,B,HOFI,2661-07871,X,-,AHY,M,CP,1,21.4,81.5,60,17.97,N,"P, CP",P,NA,NA
NZP_2017-05-06,2017-05-06,10:00,11:15,BH2,BSE,B,NOCA,2651-51900,X,-,AHY,M,CP,0.5,40.6,90.5,101,24.6,NA,"P, CP",P,NA,NA
NZP_2017-05-06,2017-05-06,10:45,11:25,NA,REZ,B,WTSP,2661-07872,X,-,AHY,U,NA,3,28.6,72.5,68,22.6,N,NA,P,NA,NA
NZP_2017-05-06,2017-05-06,11:16,NA,BH1,REZ,B,WCSP,2661-07874,X,-,AHY,U,NA,3,NA,75,NA,23.1,T,NA,P,NA,NA
NZP_2017-05-06,2017-05-06,11:46,12:08,BH3,REZ,B,NOCA,2701-39099,X,-,AHY,M,CP,0,41.1,95,103,23.94,N,"P, CP",P,NA,NA
NZP_2017-05-06,2017-05-06,11:47,NA,BH4,REZ,B,GRCA,2701-39098,GX,GB,SY,M,CP,0.5,33.9,86,95,26.56,N,CP,P,tail_NZP-DC-768,"Only aluminum banded on this day, color bands added later by GRCA crew."
NZP_2017-05-06,2017-05-06,11:47,12:17,BH3,REZ,R,SOSP,2711-54800,WY,KX,AHY,M,CP,NA,20.5,73,68,21.78,N,"P, CP",NA,NA,NA
NZP_2017-05-06,2017-05-06,12:38,12:58,BH1,REZ,R,NOCA,991-78724,PP,X,AHY,F,BP,0.5,40.7,93,100,25.42,N,"P, BP",NA,NA,NA
NZP_2017-05-06,2017-05-06,12:35,13:08,BH3,REZ,B,GRCA,2701-39077,WY,KX,AHY,M,CP,1,32.3,84.5,91,27.35,NA,CP,NA,tail_NZP-DC-767,NA
NZP_2017-05-06,2017-05-06,12:43,13:14,BH3,REZ,B,DOWO,2661-07873,X,-,AHY,F,BP,0,27.5,96,56,NA,N,"P, BP",NA,NA,"Band number written incorrectly on sheet, changed -rz"
NZP_2017-05-06,2017-05-06,13:03,13:37,BH3,JLM,B,CACH,2750-41578,WY,KX,AHY,F,BP,1,9,59,48,15.23,NA,BP,NA,tail_NZP-DC-766,NA
NZP_2017-05-06,2017-05-06,13:05,13:45,BH4,JLM,B,WTSP,2661-07875,X,-,AHY,M,CP,2,29,66,69,23.05,NA,CP,NA,NA,NA
NZP_2017-05-06,2017-05-06,13:03,NA,BH3,JLM,B,SWTH,2661-07876,X,-,AHY,U,NA,1,36.4,100,69,29.24,NA,NA,NA,NA,NA
NZP_2017-05-06,2017-05-06,10:29,10:41,BH2,AKW,B,BHCO,2651-52156,X,-,AHY,F,NA,0.5,42.4,94,65,NA,NA,P,P,NA,NA
NZP_2017-05-06,2017-05-06,10:30,10:58,BH1,CQS,B,HOSP,2651-52157,X,-,AHY,M,NA,0.5,27.7,78,58,NA,N,P,NA,NA,NA
NZP_2017-05-06,2017-05-06,10:45,11:10,BH1,CQS,B,HOFI,2711-54848,WY,KX,AHY,M,CP,1,20.4,79,60,NA,N,"P, CP",NA,NA,NA
NZP_2017-05-06,2017-05-06,11:22,11:41,NA,DLM,B,NOCA,2651-52158,RY,YX,AHY,F,BP,0.5,39.8,85.5,95,NA,NA,"P, BP",P,NA,NA
NZP_2017-05-06,2017-05-06,11:20,11:34,BH3,DLM,R,WBNU,2711-54787,WB,MX,AHY,F,BP,0,19.3,89,46,NA,NA,BP,P,NA,NA
NZP_2017-05-06,2017-05-06,11:22,11:41,BH3,KLW,B,NOCA,2651-52159,WO,WX,AHY,F,BP,0.5,39.7,88,100,NA,NA,"P, BP",NA,NA,NA
NZP_2017-05-06,2017-05-06,11:22,NA,BH3,KLW,B,NOCA,2651-52160,RW,RX,AHY,F,BP,0,39.4,91.5,101,NA,NA,"P, BP",NA,NA,NA
NZP_2017-05-06,2017-05-06,11:37,12:10,BH1,DLM,B,HOSP,NA,OB,K,AHY,M,NA,0,25.2,79,94,NA,N,P,NA,NA,NA
NZP_2017-05-06,2017-05-06,12:04,12:12,BH1,KLW,B,NOCA,2651-52161,BR,OX,AHY,M,CP,0.5,38.9,93.5,101,NA,N,"P, CP",NA,NA,NA
NZP_2017-05-06,2017-05-06,13:12,13:17,BH1,BSE,B,WTSP,2711-54849,X,-,AHY,U,NA,2,29.4,76,66,NA,N,P,P,NA,NA
NZP_2017-05-06,2017-05-06,13:03,13:25,BH1,BSE,B,HOSP,NA,PB,P,AHY,F,BP,2,27.3,77,59,NA,N,BP,BP,tail_NZP-DC-751,NA
NZP_2017-05-12,2017-05-12,11:35,NA,NA,BSE,B,HOSP,NA,-,M,AHY,M,CP,NA,NA,76,50,18.19,NA,NA,NA,tail_NZP-DC-770,NA
NZP_2017-05-12,2017-05-12,11:35,NA,NA,BSE,R,CACH,2750-41578,WY,KX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-05-12,2017-05-12,11:43,NA,NA,REZ,B,SOSP,2661-07877,X,-,AHY,M,CP,1,21.5,69,69.5,22.53,NA,NA,NA,tail_NZP-DC-771,CP++++++
NZP_2017-05-16,2017-05-16,9:46,10:30,BH3,REZ,B,CACH,2750-41579,KB,YX,AHY,M,CP,0.5,9.9,65,55,NA,NA,NA,NA,tail_NZP-DC-772,NA
NZP_2017-05-16,2017-05-16,9:33,10:35,BH4,REZ,B,HOSP,NA,PK,G,AHY,F,BP,0.5,23.9,75,49,16.02,NA,NA,NA,tail_NZP-DC-773,NA
NZP_2017-05-16,2017-05-16,9:42,NA,BH3,REZ,R,WBNU,2711-77168,-,X,AHY,F,BP,0.5,17.1,87,41.5,17.55,NA,NA,NA,tail_NZP-DC-775,NA
NZP_2017-05-16,2017-05-16,10:00,NA,BH4,REZ,B,SOSP,2661-07878,KB,YX,AHY,F,BP,2,21.6,63,63,21.21,NA,NA,NA,tail_NZP-DC-776,NA
NZP_2017-05-16,2017-05-16,9:55,10:58,BH1,REZ,B,HOSP,NA,YP,G,AHY,M,CP,0.5,24,79,54,18.23,NA,NA,NA,tail_NZP-DC-777,NA
NZP_2017-05-16,2017-05-16,NA,NA,BH2,NA,R,NOCA,991-78724,PP,X,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"recap, released"
NZP_2017-05-24,2017-05-24,8:30,9:15,BH3,JLM,B,HOSP,NA,PR,P,AHY,M,CP,0,28.4,79,55,19.76,NA,"P, CP",NA,tail_NZP-DC-780,NA
NZP_2017-05-24,2017-05-24,8:30,9:25,BH2,JLM,B,HOSP,NA,BO,K,AHY,F,BP,0,26.1,74,53,17.79,NA,"P, BP",NA,tail_NZP-DC-781,double color combo
NZP_2017-05-24,2017-05-24,8:43,9:40,BH1,JLM,B,HOFI,2661-07880,X,-,AHY,M,CP,1,20.7,80,60,17.53,NA,"P, CP",NA,tail_NZP-DC-782,NA
NZP_2017-06-02,2017-06-02,9:47,10:20,NA,REZ,B,HOSP,NA,PR,P,AHY,M,NA,0.5,27.5,79,59,18.89,NA,NA,NA,tail_NZP-DC-790,NA
NZP_2017-06-02,2017-06-02,9:54,10:30,NA,REZ,R,TUTI,2711-54789,WY,KX,AHY,F,BP,1,20.2,79.5,NA,19.52,NA,NA,NA,NA,Lost tail in bag
NZP_2017-06-02,2017-06-02,NA,11:33,NA,BSE,B,NOCA,2701-39061,PX,YY,HY,U,NA,0.5,39.5,84.5,83,23.6,NA,NA,NA,tail_NZP-DC-791,NA
NZP_2017-06-02,2017-06-02,11:25,11:47,NA,BSE,B,GRCA,2701-39062,GG,WX,AHY,M,CP,0.5,34.5,92.5,96,26.73,NA,NA,NA,tail_NZP-DC-795,Leaning to SY
